# Matter power spectrum P(k) at redshift z=0
# for k=1.05281e-05 to 7.52753 h/Mpc,
# number of wavenumbers equal to 698
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.536921135683e+00       2.276609174776e+02 
       1.572721745598e+00       2.206613328219e+02 
       1.609355872190e+00       2.138039815875e+02 
       1.646843057166e+00       2.070881061814e+02 
       1.685203258672e+00       2.005131280867e+02 
       1.724456871852e+00       1.940785069469e+02 
       1.764624747202e+00       1.877837736679e+02 
       1.805728207199e+00       1.816285002106e+02 
       1.847789061645e+00       1.756122802587e+02 
       1.890829622109e+00       1.697346915438e+02 
       1.934872715754e+00       1.639952980802e+02 
       1.979941698802e+00       1.583936227587e+02 
       2.026060469840e+00       1.529291286819e+02 
       2.073253483080e+00       1.476012142669e+02 
       2.121545761715e+00       1.424091955741e+02 
       2.170962911424e+00       1.373522966261e+02 
       2.221531134100e+00       1.324296403070e+02 
       2.273277241828e+00       1.276402428886e+02 
       2.326228671158e+00       1.229830085062e+02 
       2.380413497679e+00       1.184567265680e+02 
       2.435860450925e+00       1.140600699918e+02 
       2.492598929614e+00       1.097915965601e+02 
       2.550659017244e+00       1.056497506083e+02 
       2.610071498046e+00       1.016328664381e+02 
       2.670867873303e+00       9.773917301007e+01 
       2.733080378059e+00       9.396679957219e+01 
       2.796741998208e+00       9.031378213915e+01 
       2.861886487983e+00       8.677807047271e+01 
       2.928548387856e+00       8.335753566524e+01 
       2.996763042848e+00       8.004997794257e+01 
       3.066566621273e+00       7.685313465904e+01 
       3.137996133910e+00       7.376468830601e+01 
       3.211089453635e+00       7.078227446382e+01 
       3.285885335491e+00       6.790348958792e+01 
       3.362423437246e+00       6.512589856858e+01 
       3.440744340414e+00       6.244704200913e+01 
       3.520889571776e+00       5.986444318437e+01 
       3.602901625392e+00       5.737561464936e+01 
       3.686823985141e+00       5.497806448047e+01 
       3.772701147767e+00       5.266930213802e+01 
       3.860578646480e+00       5.044684394572e+01 
       3.950503075092e+00       4.830821818709e+01 
       4.042522112725e+00       4.625096982286e+01 
       4.136684549091e+00       4.427266483600e+01 
       4.233040310361e+00       4.237089421332e+01 
       4.331640485634e+00       4.054327757421e+01 
       4.432537354029e+00       3.878746645844e+01 
       4.535784412401e+00       3.710114728582e+01 
       4.641436403706e+00       3.548204400123e+01 
       4.749549346029e+00       3.392792041924e+01 
       4.860180562283e+00       3.243658228276e+01 
       4.973388710604e+00       3.100587905026e+01 
       5.089233815449e+00       2.963370542669e+01 
       5.207777299427e+00       2.831800265248e+01 
       5.329082015863e+00       2.705675956568e+01 
       5.453212282122e+00       2.584801345146e+01 
       5.580233913714e+00       2.468985069341e+01 
       5.710214259191e+00       2.358040724035e+01 
       5.843222235852e+00       2.251786890238e+01 
       5.979328366287e+00       2.150047148915e+01 
       6.118604815767e+00       2.052650080300e+01 
       6.261125430509e+00       1.959429249920e+01 
       6.406965776831e+00       1.870223182492e+01 
       6.556203181214e+00       1.784875324797e+01 
       6.708916771305e+00       1.703233998602e+01 
       6.865187517871e+00       1.625152344624e+01 
       7.025098277731e+00       1.550488258496e+01 
       7.188733837685e+00       1.479104319623e+01 
       7.356180959475e+00       1.410867713769e+01 
       7.527528425780e+00       1.345650150185e+01 
